mic	X1	X2	value
2	RAB5C	FRAT2	0.6397
1	ARHGAP10	FRAT2	0.5191
2	ASXL3	FRAT2	0.555
1	KANSL2	FRAT2	0.57
1	L3MBTL4	FRAT2	0.8038
2	OCRL	FRAT2	0.5015
9	PPARG	FRAT2	0.5142
7	PSD3	FRAT2	0.7887
2	RAD9B	FRAT2	0.6224
9	REPS2	FRAT2	0.5938
8	SLC6A6	FRAT2	0.5361
8	TGFBR3	FRAT2	0.7334
5	TMEM50B	FRAT2	0.8548
1	ZNF483	FRAT2	0.7387
8	AP1S1	FXYD5	0.7377
1	AQR	FXYD5	0.7654
1	ELF2	FXYD5	0.559
8	HYKK	FXYD5	0.5551
8	MBOAT2	FXYD5	0.7273
6	PLEKHA5	FXYD5	0.6509
6	PSD3	FXYD5	0.5449
1	REPS2	FXYD5	0.8114
8	TMEM161B	FXYD5	0.8015
3	BVES	GCH1	0.6592
4	COL1A2	GCH1	0.5937
2	LGALS3BP	GCH1	0.7974
3	SEL1L3	GCH1	0.6902
5	ATP8A1	GCH1	0.8535
3	LRCH2	GCH1	0.55
3	SNCAIP	GCH1	0.5951
2	TPTE2P3	GCH1	0.5227
5	TRHDE	GCH1	0.6505
1	LGALS3BP	GDF11	0.6962
2	NCAPG	GDF11	0.5272
3	SEL1L3	GDF11	0.9517
12	SORT1	GDF11	0.7446
2	ULK4	GDF11	0.6489
6	ATP8A1	GDF11	0.6442
8	LRCH2	GDF11	0.5112
15	TPTE2P3	GDF11	0.572
9	ACTR2	GIPC1	0.9049
8	AP1S1	GIPC1	0.7242
1	CFL1	GIPC1	0.7145
1	RAB5C	GIPC1	0.8521
3	RACGAP1	GIPC1	0.5156
2	ELF2	GIPC1	0.5624
1	HSDL2	GIPC1	0.5256
9	LUC7L3	GIPC1	0.6865
3	OCRL	GIPC1	0.6997
11	SLC35F5	GIPC1	0.5166
9	TMEM161B	GIPC1	0.6174
1	ZFY	GIPC1	0.6393
3	ZNF292	GIPC1	0.7667
1	ZNF66	GIPC1	0.5804
1	RAB5C	GJB6	0.6525
1	MOB1B	GJB6	0.6325
1	PPARG	GJB6	0.6128
1	PSD3	GJB6	0.7714
1	REPS2	GJB6	0.6387
1	TMEM161B	GJB6	0.6394
1	ENC1	GLRX2	0.508
1	ASXL3	GLRX2	0.6025
1	PPARG	GLRX2	0.6302
1	STAMBPL1	GLRX2	0.5275
1	TMEM161B	GLRX2	0.5391
3	DDAH1	GMDS	0.806
1	NCAPG	GMDS	0.5262
2	SCRG1	GMDS	0.5856
6	SLC22A3	GMDS	0.5869
6	ZNF292	GMDS	0.6698
2	FADS2	GPI	0.7923
6	HDGF	GPI	0.67
4	RACGAP1	GPI	0.5724
15	WNK1	GPI	0.5411
1	AQR	GPI	0.5433
5	ATXN3	GPI	0.5199
3	FAM210B	GPI	0.5146
1	L3MBTL4	GPI	0.8629
2	PPIG	GPI	0.6375
9	REPS2	GPI	0.5465
10	TGFBR3	GPI	0.8028
3	TMEM50B	GPI	0.8101
4	TRPC1	GPI	0.6835
1	ZNF569	GPI	0.5934
1	RALGAPA1	GPR65	0.507
1	SLC22A3	GPR65	0.7214
1	TPTE2P3	GPR65	0.6171
1	COL1A2	GPX1	0.6989
1	SFMBT2	GPX1	0.5051
1	TRHDE	GPX1	0.7176
1	VIM	GPX1	0.5627
2	AK2	GSPT1	0.6349
7	AURKA	GSPT1	0.8099
5	FADS2	GSPT1	0.5823
6	GRHL2	GSPT1	0.8658
2	HDGF	GSPT1	0.7425
8	PRR5-ARHGAP8	GSPT1	0.9598
6	PTPRS	GSPT1	0.7007
14	RAPGEF5	GSPT1	0.686
9	STK35	GSPT1	0.7619
12	TCF7L2	GSPT1	0.7226
11	UGT8	GSPT1	0.6857
10	ZNF608	GSPT1	0.565
1	ZNF707	GSPT1	0.8085
2	AP1S1	GSTP1	0.8116
1	AURKA	GSTP1	0.6613
2	FADS2	GSTP1	0.647
3	GRHL2	GSTP1	0.6485
5	HDGF	GSTP1	0.5875
2	PTPRS	GSTP1	0.8229
2	RAPGEF5	GSTP1	0.5392
4	STK35	GSTP1	0.7341
8	TCF7L2	GSTP1	0.7203
2	AKT3	GSTP1	0.7224
2	ATXN3	GSTP1	0.7679
1	CNOT7	GSTP1	0.6277
4	ELF2	GSTP1	0.7584
2	HYKK	GSTP1	0.5346
1	LUC7L3	GSTP1	0.5056
1	MOB1B	GSTP1	0.5152
3	OCRL	GSTP1	0.6247
2	PELI2	GSTP1	0.7857
2	PLEKHA5	GSTP1	0.8542
3	REPS2	GSTP1	0.787
2	RPS6KA6	GSTP1	0.7145
4	TCTN1	GSTP1	0.7631
3	TMEM161B	GSTP1	0.6413
2	TMEM38B	GSTP1	0.5013
1	TRPC1	GSTP1	0.7289
2	TUSC3	GSTP1	0.502
1	VPS35	GSTP1	0.6773
1	ZNF66	GSTP1	0.7329
2	ZNF93	GSTP1	0.7516
5	BVES	HAPLN1	0.7301
14	COL1A2	HAPLN1	0.565
6	ITGA3	HAPLN1	0.5421
1	LGALS3BP	HAPLN1	0.7183
11	SEL1L3	HAPLN1	0.5055
10	ATP8A1	HAPLN1	0.8134
10	PPIG	HAPLN1	0.5048
22	TRHDE	HAPLN1	0.81
4	BVES	HDAC9	0.6744
26	COL1A2	HDAC9	0.5772
12	ITGA3	HDAC9	0.5421
3	LGALS3BP	HDAC9	0.719
14	ATP8A1	HDAC9	0.8116
17	SNCAIP	HDAC9	0.5455
23	TRHDE	HDAC9	0.848
11	VIM	HDAC9	0.5026
2	AK2	HELLS	0.6195
12	AP1S1	HELLS	0.5126
9	AURKA	HELLS	0.7892
7	GRHL2	HELLS	0.9649
7	HDGF	HELLS	0.5716
1	HUNK	HELLS	0.7666
11	PRR5-ARHGAP8	HELLS	0.824
2	PTPRS	HELLS	0.8628
14	RAPGEF5	HELLS	0.6553
13	STK35	HELLS	0.7081
16	TCF7L2	HELLS	0.8663
3	ZNF707	HELLS	0.8796
1	FBXO31	HELLS	0.7185
9	ACTR2	HM13	0.5972
2	CFL1	HM13	0.8126
8	COL1A2	HM13	0.5947
1	ARHGAP10	HM13	0.646
1	HSDL2	HM13	0.5405
8	HYKK	HM13	0.516
9	LUC7L3	HM13	0.5079
1	OCRL	HM13	0.6994
3	PPARG	HM13	0.5562
8	PSD3	HM13	0.7617
2	RALGAPA1	HM13	0.635
3	REPS2	HM13	0.5211
12	RHOBTB3	HM13	0.5488
10	SFMBT2	HM13	0.6026
4	SLC6A6	HM13	0.5878
9	TMEM161B	HM13	0.6081
1	TPTE2P3	HM13	0.5048
2	ZNF483	HM13	0.5258
2	BVES	HOOK2	0.5075
2	PRR5-ARHGAP8	HOOK2	0.5436
3	UGT8	HOOK2	0.8655
7	DTL	HOXB4	0.5983
4	GRHL2	HOXB4	0.5875
2	HUNK	HOXB4	0.6272
8	LAMP1	HOXB4	0.5049
6	PRR5-ARHGAP8	HOXB4	0.6197
4	PTPRS	HOXB4	0.5919
1	RASGRP1	HOXB4	0.5709
7	TCF7L2	HOXB4	0.6507
6	UGT8	HOXB4	0.7082
1	ZNF707	HOXB4	0.934
1	PFKFB4	HSH2D	0.5646
1	PSD3	HSH2D	0.5928
1	RAD9B	HSH2D	0.5117
7	COL1A2	IBSP	0.883
1	LGALS3BP	IBSP	0.5218
3	ATP8A1	IBSP	0.7989
2	KANSL2	IBSP	0.6086
2	PLEKHH2	IBSP	0.6123
3	PSD3	IBSP	0.5036
5	RAD9B	IBSP	0.5373
2	RALGAPA1	IBSP	0.5433
7	SCRG1	IBSP	0.5039
4	SFMBT2	IBSP	0.5999
3	SLC22A3	IBSP	0.6506
3	SNCAIP	IBSP	0.7525
2	TPTE2P3	IBSP	0.7501
8	TRHDE	IBSP	0.5178
1	ATP1A1	ICA1	0.5239
1	DTL	ICA1	0.5392
1	TM9SF4	ICA1	0.7221
1	UGT8	ICA1	0.5302
2	CFL1	ICAM1	0.7802
17	COL1A2	ICAM1	0.6733
6	FADS2	ICAM1	0.5714
2	KRT7	ICAM1	0.7952
9	RAB5C	ICAM1	0.7451
4	RACGAP1	ICAM1	0.8918
7	SCNN1A	ICAM1	0.5514
2	SKA3	ICAM1	0.5412
25	WNK1	ICAM1	0.9228
2	L3MBTL4	ICAM1	0.5873
6	PDZRN3	ICAM1	0.5087
10	RILPL1	ICAM1	0.5258
22	SLC35F5	ICAM1	0.6103
19	TGFBR3	ICAM1	0.5587
6	TMEM50B	ICAM1	0.6884
4	TPTE2P3	ICAM1	0.5789
5	TRPC1	ICAM1	0.5814
1	ZNF569	ICAM1	0.8808
4	ZNF66	ICAM1	0.5108
1	ACTR2	ICAM3	0.7526
1	KIF15	ICAM3	0.5963
1	ZNF292	ICAM3	0.5451
1	CFL1	IDE	0.6115
20	COL1A2	IDE	0.8446
2	KRT7	IDE	0.5589
5	LGALS3BP	IDE	0.6587
5	SEL1L3	IDE	0.7634
6	ATP8A1	IDE	0.8646
1	KANSL2	IDE	0.5083
12	LRCH2	IDE	0.5683
12	SFMBT2	IDE	0.5339
9	SLC22A3	IDE	0.5972
5	SNCAIP	IDE	0.738
5	TPTE2P3	IDE	0.793
1	CFL1	IFNB1	0.5968
14	COL1A2	IFNB1	0.7657
4	KRT7	IFNB1	0.6138
3	LGALS3BP	IFNB1	0.7701
4	SEL1L3	IFNB1	0.8273
1	ULK4	IFNB1	0.5329
3	ATP8A1	IFNB1	0.7532
6	LRCH2	IFNB1	0.5077
5	SLC22A3	IFNB1	0.5334
1	SNCAIP	IFNB1	0.6231
5	TPTE2P3	IFNB1	0.6967
1	COL1A2	IFNE	0.7472
1	KRT7	IFNE	0.5386
1	ATP8A1	IFNE	0.5925
1	PSD3	IFNE	0.5636
1	RALGAPA1	IFNE	0.6123
1	SLC22A3	IFNE	0.6657
12	ACTR2	IL15	0.5204
9	DDAH1	IL15	0.8057
1	LGALS3BP	IL15	0.5585
7	LRCH2	IL15	0.5942
5	SCRG1	IL15	0.6511
7	SFMBT2	IL15	0.5606
8	SLC22A3	IL15	0.6703
4	ZNF292	IL15	0.7207
7	DDAH1	IL1A	0.612
9	ATP8A1	IL1A	0.5122
1	PLEKHH2	IL1A	0.5735
4	SLC22A3	IL1A	0.6516
2	SNCAIP	IL1A	0.534
8	TRHDE	IL1A	0.5208
16	ZNF292	IL1A	0.562
1	GRHL2	IL1R2	0.5754
1	NCAPG	IL1R2	0.5487
5	AP1S1	IL1RAP	0.7823
3	AURKA	IL1RAP	0.6734
6	GRHL2	IL1RAP	0.8247
4	PTPRS	IL1RAP	0.7949
5	RAPGEF5	IL1RAP	0.5469
1	SKA3	IL1RAP	0.6431
14	STK35	IL1RAP	0.5963
10	TCF7L2	IL1RAP	0.7633
3	ZNF707	IL1RAP	0.5361
11	AKT3	IL1RAP	0.6613
3	AQR	IL1RAP	0.5699
1	CRYM-AS1	IL1RAP	0.5657
10	ELF2	IL1RAP	0.5447
3	FBXO31	IL1RAP	0.7932
1	MBOAT2	IL1RAP	0.7133
7	OCRL	IL1RAP	0.6614
5	PLEKHA5	IL1RAP	0.563
3	RPS6KA6	IL1RAP	0.5164
4	TCTN1	IL1RAP	0.5932
2	TMEM161B	IL1RAP	0.6458
2	VPS35	IL1RAP	0.6676
16	ZNF292	IL1RAP	0.6064
4	ZNF93	IL1RAP	0.5645
1	RAB5C	IL37	0.592
1	PLEKHH2	IL37	0.6594
1	PSD3	IL37	0.5693
1	SCRG1	IL37	0.5577
1	ZNF292	IL37	0.5993
1	AK2	INCENP	0.6062
2	DTL	INCENP	0.6649
1	FADS2	INCENP	0.8011
4	HDGF	INCENP	0.8087
2	PRR5-ARHGAP8	INCENP	0.7565
8	UGT8	INCENP	0.8963
1	TMEM38B	INCENP	0.6585
6	TRPC1	INCENP	0.5021
1	DTL	ITFG2	0.5571
2	UGT8	ITFG2	0.7168
2	BVES	ITGA1	0.5968
1	LGALS3BP	ITGA1	0.7993
1	SORT1	ITGA1	0.5837
4	ATP8A1	ITGA1	0.7064
4	LRCH2	ITGA1	0.6153
3	COL1A2	ITGA4	0.6106
5	DDAH1	ITGA4	0.5669
2	NCAPG	ITGA4	0.5153
1	SEL1L3	ITGA4	0.6428
2	ATP8A1	ITGA4	0.6847
11	LRCH2	ITGA4	0.6467
7	RALGAPA1	ITGA4	0.5709
4	SCRG1	ITGA4	0.6694
1	SFMBT2	ITGA4	0.659
8	SLC22A3	ITGA4	0.7397
1	SNCAIP	ITGA4	0.7022
2	BVES	ITGA5	0.5425
11	DTL	ITGA5	0.5101
24	UGT8	ITGA5	0.6794
5	ACTR2	ITPR3	0.8205
5	AP1S1	ITPR3	0.7757
3	AURKA	ITPR3	0.7433
5	DDAH1	ITPR3	0.5388
5	GRHL2	ITPR3	0.6872
1	NUSAP1	ITPR3	0.7499
5	RAPGEF5	ITPR3	0.5123
3	SCNN1A	ITPR3	0.582
9	STK35	ITPR3	0.6498
8	ZNF608	ITPR3	0.6011
5	LUC7L3	ITPR3	0.5269
1	VPS35	ITPR3	0.5662
1	ZFY	ITPR3	0.5001
5	ZNF292	ITPR3	0.6642
3	ZNF93	ITPR3	0.554
7	LAMP1	JAG2	0.6095
3	PTPRS	JAG2	0.6485
11	TCF7L2	JAG2	0.7123
8	AKT3	JAG2	0.5019
8	CNOT7	JAG2	0.5537
1	CRYM-AS1	JAG2	0.7283
2	FBXO31	JAG2	0.6167
3	HSDL2	JAG2	0.5545
4	MBOAT2	JAG2	0.6455
10	MOB1B	JAG2	0.6707
8	OCRL	JAG2	0.7323
6	REPS2	JAG2	0.5152
12	TCTN1	JAG2	0.5167
6	TMEM161B	JAG2	0.7309
23	ZNF292	JAG2	0.6452
25	COL1A2	KIF1B	0.7296
14	PFKFB4	KIF1B	0.528
1	ASXL3	KIF1B	0.679
6	KANSL2	KIF1B	0.5567
1	L3MBTL4	KIF1B	0.8165
1	MED30	KIF1B	0.6916
11	PPIG	KIF1B	0.5056
18	PSD3	KIF1B	0.6692
8	RAD9B	KIF1B	0.617
34	TGFBR3	KIF1B	0.7431
14	TMEM50B	KIF1B	0.69
23	TRHDE	KIF1B	0.5925
12	VIM	KIF1B	0.568
12	ZNF483	KIF1B	0.7034
1	CCDC146	KLRF1	0.7
1	FADS2	KLRF1	0.5873
1	TCF7L2	KLRF1	0.6909
1	CFL1	KRT18	0.8268
2	COL1A2	KRT18	0.8825
1	ENC1	KRT18	0.5752
1	RAB5C	KRT18	0.7211
1	L3MBTL4	KRT18	0.6057
3	PPARG	KRT18	0.5198
1	PSD3	KRT18	0.7715
1	RAD9B	KRT18	0.6139
2	RHOBTB3	KRT18	0.5129
2	SLC6A6	KRT18	0.5889
1	SNCAIP	KRT18	0.6092
1	TPTE2P3	KRT18	0.7217
2	COL1A2	KYNU	0.6107
1	LGALS3BP	KYNU	0.7333
4	SLC22A3	KYNU	0.6793
3	SNCAIP	KYNU	0.7129
2	TRHDE	KYNU	0.5605
1	AP1S1	LAMB3	0.8632
1	PRKX	LAMB3	0.6465
1	AQR	LAMB3	0.84
1	CNOT7	LAMB3	0.5896
1	CRYM-AS1	LAMB3	0.5742
1	FAM210B	LAMB3	0.519
1	FBXO31	LAMB3	0.6601
2	LUC7L3	LAMB3	0.5175
1	MBOAT2	LAMB3	0.7171
1	MED30	LAMB3	0.5099
2	MOB1B	LAMB3	0.5431
1	PELI2	LAMB3	0.6206
1	REPS2	LAMB3	0.8388
1	RPS6KA6	LAMB3	0.524
7	BVES	LAMC1	0.5857
3	LGALS3BP	LAMC1	0.5524
11	SEL1L3	LAMC1	0.662
17	SORT1	LAMC1	0.6989
12	ATP8A1	LAMC1	0.693
9	PPIG	LAMC1	0.6852
3	ACTR2	LAMC2	0.7186
2	CFL1	LAMC2	0.8282
6	COL1A2	LAMC2	0.5971
4	DDAH1	LAMC2	0.5122
3	ENC1	LAMC2	0.5024
3	KRT7	LAMC2	0.5784
1	NCAPG	LAMC2	0.5418
1	CRYM-AS1	LAMC2	0.5157
1	GPBP1	LAMC2	0.7159
1	GPN3	LAMC2	0.6417
3	HSDL2	LAMC2	0.5305
1	PSD3	LAMC2	0.5764
1	RALGAPA1	LAMC2	0.6883
1	SFMBT2	LAMC2	0.711
5	SLC22A3	LAMC2	0.6352
1	SNCAIP	LAMC2	0.5576
2	TPTE2P3	LAMC2	0.5804
6	ZNF292	LAMC2	0.6611
1	DDAH1	LAT2	0.5818
2	ATP8A1	LAT2	0.5309
2	RALGAPA1	LAT2	0.5204
1	SFMBT2	LAT2	0.5715
2	SLC22A3	LAT2	0.6455
3	ZNF292	LAT2	0.5259
1	AK2	LCK	0.6219
1	CCDC146	LCK	0.5253
2	FADS2	LCK	0.5343
1	GRHL2	LCK	0.6042
1	TCF7L2	LCK	0.558
1	UGT8	LCK	0.8926
1	ZNF292	LCN2	0.6742
3	BVES	LCP1	0.5477
14	COL1A2	LCP1	0.5747
3	LGALS3BP	LCP1	0.8068
2	SEL1L3	LCP1	0.7293
3	ATP8A1	LCP1	0.7836
9	LRCH2	LCP1	0.6105
1	PLEKHH2	LCP1	0.5008
7	SLC22A3	LCP1	0.5969
2	SNCAIP	LCP1	0.6341
2	TPTE2P3	LCP1	0.5537
3	AP1S1	LGALS3BP	0.7964
3	AURKA	LGALS3BP	0.762
1	CFL1	LGALS3BP	0.5155
1	FADS2	LGALS3BP	0.7652
4	HDGF	LGALS3BP	0.6747
1	KIF15	LGALS3BP	0.8092
5	LMNB1	LGALS3BP	0.5174
1	NUSAP1	LGALS3BP	0.6127
1	RAB5C	LGALS3BP	0.6621
1	RACGAP1	LGALS3BP	0.8654
3	RAPGEF5	LGALS3BP	0.5638
2	SCNN1A	LGALS3BP	0.63
2	SKA3	LGALS3BP	0.8097
10	STK35	LGALS3BP	0.8573
7	WNK1	LGALS3BP	0.8209
4	ZNF608	LGALS3BP	0.6234
1	ATXN3	LGALS3BP	0.5127
1	ELF2	LGALS3BP	0.6258
1	PDZRN3	LGALS3BP	0.5725
3	RILPL1	LGALS3BP	0.5039
5	SLC35F5	LGALS3BP	0.6088
1	TRMU	LGALS3BP	0.734
3	TRPC1	LGALS3BP	0.7791
1	ZFY	LGALS3BP	0.6123
2	ZNF569	LGALS3BP	0.8076
1	ZNF66	LGALS3BP	0.7335
1	ZNF93	LGALS3BP	0.7272
3	CFL1	LIF	0.5512
16	COL1A2	LIF	0.5169
11	DDAH1	LIF	0.6254
3	LGALS3BP	LIF	0.5432
16	ATP8A1	LIF	0.6139
4	LRCH2	LIF	0.623
2	PLEKHH2	LIF	0.7667
3	RALGAPA1	LIF	0.6137
5	SCRG1	LIF	0.6775
16	SFMBT2	LIF	0.6864
23	SLC22A3	LIF	0.7726
21	SNCAIP	LIF	0.6859
16	TPTE2P3	LIF	0.5541
32	ZNF292	LIF	0.5808
1	COL1A2	LILRB4	0.7583
1	LGALS3BP	LILRB4	0.6352
1	ATP8A1	LILRB4	0.7493
1	LRCH2	LILRB4	0.569
1	PLEKHH2	LILRB4	0.6942
1	SCRG1	LILRB4	0.5773
1	SFMBT2	LILRB4	0.6358
1	AK2	LLGL2	0.6313
1	ARPC1B	LLGL2	0.5063
5	ATP1A1	LLGL2	0.6585
4	BVES	LLGL2	0.6004
7	DTL	LLGL2	0.8735
4	ITGA3	LLGL2	0.5425
8	LAMP1	LLGL2	0.6764
11	PFKFB4	LLGL2	0.5922
1	RASGRP1	LLGL2	0.548
14	TCF7L2	LLGL2	0.5042
5	TM9SF4	LLGL2	0.7689
8	UGT8	LLGL2	0.7783
3	ZNF707	LLGL2	0.7012
8	ACTR2	LY75	0.651
4	AP1S1	LY75	0.6711
4	DDAH1	LY75	0.5048
4	RAB5C	LY75	0.5759
2	SKA3	LY75	0.6125
13	AKT3	LY75	0.6147
8	CNOT7	LY75	0.5928
19	ELF2	LY75	0.525
4	GPBP1	LY75	0.6248
1	GPN3	LY75	0.6184
4	HSDL2	LY75	0.689
6	LUC7L3	LY75	0.6441
1	MBOAT2	LY75	0.698
5	OCRL	LY75	0.8371
11	TCTN1	LY75	0.6128
5	TMEM161B	LY75	0.8029
6	VPS35	LY75	0.6479
10	ZNF292	LY75	0.8977
2	AK2	MB	0.6601
1	ATP1A1	MB	0.6133
2	DTL	MB	0.5542
1	HUNK	MB	0.7463
2	LAMP1	MB	0.715
3	TM9SF4	MB	0.6932
3	MOB1B	MB	0.5609
1	TMEM38B	MB	0.5889
1	DTL	MGST1	0.6893
1	UGT8	MGST1	0.8688
1	LAMP1	MICALL2	0.5089
1	COL1A2	MNDA	0.5531
1	SCRG1	MNDA	0.5922
1	SNCAIP	MNDA	0.6731
1	TPTE2P3	MNDA	0.5664
3	LAMP1	MPZL2	0.7948
1	PTPRS	MPZL2	0.5626
1	TCF7L2	MPZL2	0.6223
2	LAMP1	MPZL3	0.5016
1	PRKX	MPZL3	0.7266
1	CRYM-AS1	MPZL3	0.6155
1	GPN3	MPZL3	0.5169
1	MBOAT2	MPZL3	0.507
3	MOB1B	MPZL3	0.6123
2	OCRL	MPZL3	0.7533
3	REPS2	MPZL3	0.6016
3	DDAH1	MSR1	0.5964
1	LGALS3BP	MSR1	0.6546
2	ATP8A1	MSR1	0.6773
2	LRCH2	MSR1	0.6257
8	SFMBT2	MSR1	0.5893
2	SLC22A3	MSR1	0.7283
2	TPTE2P3	MSR1	0.5042
1	LAMP1	MST1R	0.57
1	PPARG	MST1R	0.5541
1	ZNF292	MST1R	0.5369
1	TRHDE	MTFP1	0.8255
1	VIM	MTFP1	0.5464
2	BVES	MTOR	0.5307
7	COL1A2	MTOR	0.7677
2	LGALS3BP	MTOR	0.7034
3	SEL1L3	MTOR	0.6721
9	ATP8A1	MTOR	0.9145
6	LRCH2	MTOR	0.5573
12	SLC22A3	MTOR	0.5482
4	SNCAIP	MTOR	0.701
6	TPTE2P3	MTOR	0.6802
7	TRHDE	MTOR	0.6376
8	LAMP1	MUC16	0.6506
1	HSDL2	MUC16	0.5946
3	MOB1B	MUC16	0.6876
1	OCRL	MUC16	0.6145
6	PPARG	MUC16	0.5222
9	TMEM161B	MUC16	0.6173
4	ZNF292	MUC16	0.6039
1	CCDC146	MYLPF	0.8422
1	FADS2	MYLPF	0.587
1	TCF7L2	MYLPF	0.7934
4	COL1A2	MYO1E	0.6508
6	ATP8A1	MYO1E	0.6418
3	LRCH2	MYO1E	0.5035
3	RALGAPA1	MYO1E	0.5951
3	SFMBT2	MYO1E	0.6484
10	SLC22A3	MYO1E	0.7195
6	SNCAIP	MYO1E	0.6899
2	TPTE2P3	MYO1E	0.5774
1	ZNF569	NFE2L3	0.8243
1	ATP8A1	NLRC4	0.6596
1	LRCH2	NLRC4	0.6062
1	PLEKHH2	NLRC4	0.7684
1	SCRG1	NLRC4	0.6796
1	ZNF292	NLRC4	0.5006
3	AP1S1	NUSAP1	0.8006
2	PRKX	NUSAP1	0.672
3	AQR	NUSAP1	0.7211
4	ATXN3	NUSAP1	0.5061
4	CNOT7	NUSAP1	0.5872
2	ELF2	NUSAP1	0.5794
2	FBXO31	NUSAP1	0.5964
5	GPBP1	NUSAP1	0.5253
2	GPN3	NUSAP1	0.6981
1	HYKK	NUSAP1	0.5732
7	LUC7L3	NUSAP1	0.5082
4	MBOAT2	NUSAP1	0.7077
1	MED30	NUSAP1	0.6566
6	MOB1B	NUSAP1	0.5752
4	OCRL	NUSAP1	0.8987
4	PLEKHA5	NUSAP1	0.5997
3	PSD3	NUSAP1	0.5139
6	REPS2	NUSAP1	0.7439
1	TCTN1	NUSAP1	0.6687
6	TMEM161B	NUSAP1	0.7752
1	TMEM50B	NUSAP1	0.6441
6	ZNF292	NUSAP1	0.5156
2	ZNF66	NUSAP1	0.5713
1	ZNF93	NUSAP1	0.5379
11	COL1A2	OLR1	0.5665
1	LGALS3BP	OLR1	0.6312
2	ATP8A1	OLR1	0.7726
5	LRCH2	OLR1	0.5222
1	MED30	OLR1	0.5272
3	SLC22A3	OLR1	0.6288
2	SNCAIP	OLR1	0.6451
9	TRHDE	OLR1	0.7422
10	VIM	OLR1	0.5264
2	CFL1	OPA1	0.5382
1	FADS2	OPA1	0.6616
2	KIF15	OPA1	0.533
2	RACGAP1	OPA1	0.6874
1	SEL1L3	OPA1	0.5033
17	WNK1	OPA1	0.8196
5	PDZRN3	OPA1	0.5269
16	RHOBTB3	OPA1	0.5036
5	RILPL1	OPA1	0.5726
12	SLC35F5	OPA1	0.6659
3	TPTE2P3	OPA1	0.6341
1	TRPC1	OPA1	0.628
2	ZFY	OPA1	0.5178
3	ZNF569	OPA1	0.9223
2	TM9SF4	OVOL2	0.6793
2	MOB1B	OVOL2	0.5627
1	ACTR2	P2RY2	0.545
1	ENC1	P2RY2	0.5674
1	RAB5C	P2RY2	0.6212
1	CRYM-AS1	P2RY2	0.6556
1	PLEKHH2	P2RY2	0.7292
1	PPARG	P2RY2	0.6134
1	PSD3	P2RY2	0.6387
1	SCRG1	P2RY2	0.6548
1	SLC22A3	P2RY2	0.6249
1	SNCAIP	P2RY2	0.5225
1	TMEM161B	P2RY2	0.5516
2	ZNF292	P2RY2	0.7038
2	AURKA	PDCD10	0.5457
8	GRHL2	PDCD10	0.8368
5	PTPRS	PDCD10	0.6946
9	RASGRP1	PDCD10	0.6168
11	TCF7L2	PDCD10	0.5906
2	ZNF707	PDCD10	0.7735
9	LAMP1	PDGFA	0.5233
1	ASXL3	PDGFA	0.5684
1	GPN3	PDGFA	0.5107
4	HSDL2	PDGFA	0.5119
1	MED30	PDGFA	0.7846
7	MOB1B	PDGFA	0.6973
5	OCRL	PDGFA	0.5569
17	PPARG	PDGFA	0.5969
8	PSD3	PDGFA	0.527
11	STAMBPL1	PDGFA	0.5359
4	TMEM161B	PDGFA	0.5419
19	TRHDE	PDGFA	0.5207
3	ZNF483	PDGFA	0.5218
5	DDAH1	PDIA3	0.613
10	LAMP1	PDIA3	0.5278
2	GPN3	PDIA3	0.5191
3	HSDL2	PDIA3	0.6915
8	MOB1B	PDIA3	0.5435
5	OCRL	PDIA3	0.6686
11	TMEM161B	PDIA3	0.6644
9	ZNF292	PDIA3	0.8612
6	ACTR2	PEA15	0.9165
5	AP1S1	PEA15	0.5487
3	CFL1	PEA15	0.793
1	KIF15	PEA15	0.6965
2	KRT7	PEA15	0.5822
1	NCAPG	PEA15	0.91
5	NUSAP1	PEA15	0.6498
5	RAB5C	PEA15	0.7482
5	RACGAP1	PEA15	0.6858
5	SCNN1A	PEA15	0.5922
9	SEL1L3	PEA15	0.5073
2	SKA3	PEA15	0.8025
23	WNK1	PEA15	0.7236
2	GPBP1	PEA15	0.7482
9	LUC7L3	PEA15	0.6136
1	PLEKHH2	PEA15	0.6077
18	RHOBTB3	PEA15	0.5251
4	RILPL1	PEA15	0.5293
1	SCRG1	PEA15	0.6685
5	SFMBT2	PEA15	0.531
11	SLC35F5	PEA15	0.6317
4	ZFY	PEA15	0.7341
18	ZNF292	PEA15	0.543
2	ZNF569	PEA15	0.6428
4	ZNF66	PEA15	0.5269
4	ZNF93	PEA15	0.5452
1	AP1S1	PECR	0.6092
1	PTPRS	PECR	0.5577
1	TCF7L2	PECR	0.6804
1	CRYM-AS1	PECR	0.7049
1	FBXO31	PECR	0.6267
1	MBOAT2	PECR	0.668
1	MOB1B	PECR	0.6287
1	REPS2	PECR	0.6067
1	ZNF292	PECR	0.6043
15	ACTR2	PELI1	0.6085
2	CFL1	PELI1	0.579
13	ENC1	PELI1	0.6663
6	RAB5C	PELI1	0.5885
30	AKT3	PELI1	0.5385
5	ARHGAP10	PELI1	0.698
26	CNOT7	PELI1	0.5501
1	CRYM-AS1	PELI1	0.7232
14	GPBP1	PELI1	0.8705
3	GPN3	PELI1	0.6943
7	HSDL2	PELI1	0.829
1	HYKK	PELI1	0.5299
13	LRCH2	PELI1	0.6934
